index,mom_x,mom_y,mom_z
91,0.000012542371170762645,0.00001349343728444787,-3.102708043317117e-7
92,0.000012424642806256647,0.000013588938024856775,-3.151478180997149e-7
93,0.000012296968039047031,0.000013690854697513282,-3.1392966241551736e-7
94,0.000012182078745392929,0.0000137894347825815,-3.1305944553282504e-7
95,0.000012079949118911074,0.000013883327642539682,-3.1537045477304123e-7
96,0.000011976682420937012,0.00001398334519029922,-3.18840509407172e-7
97,0.0000118692091152416,0.000014092804772965518,-3.215783551351821e-7
98,0.000011763780414337035,0.000014206777764980328,-3.222670649283274e-7
99,0.000011664197858698096,0.000014317938877007515,-3.1918878522337204e-7
100,0.000011567938438736641,0.000014423957537072962,-3.100537799924253e-7
101,0.000011472998964503594,0.000014526571406528142,-2.937864621211806e-7
102,0.000011376360943941173,0.000014632626919596844,-2.7293093100907303e-7
103,0.000011276799395067762,0.000014745791241720575,-2.512593773043012e-7
104,0.000011178951447520158,0.00001486555873797008,-2.2964108763046145e-7
105,0.000011085507518402343,0.000014984695521348315,-2.074413146945912e-7
106,0.0000109955807038097,0.000015098139424133077,-1.8581091669318896e-7
107,0.000010909883757659996,0.000015205285079444252,-1.6640798855566288e-7
108,0.000010825321100416956,0.00001531160429532149,-1.4940015729270122e-7
109,0.00001073836075022283,0.00001542258382544687,-1.333681335317671e-7
110,0.00001065269631686209,0.00001553771928705157,-1.1553696710902666e-7
111,0.000010574076780365187,0.00001565303289640451,-9.400028668420418e-8
112,0.00001049729218936784,0.00001576806524441673,-6.833095660629244e-8
113,0.000010422346041385614,0.000015884585503489783,-3.8686582152065456e-8
114,0.000010357128323226502,0.000016002044841776753,-8.908058963840877e-9
115,0.000010303943507077752,0.000016122320034726475,1.673011920150747e-8
116,0.000010257845736621367,0.000016244732516403355,3.778150035436656e-8
117,0.000010204151579323487,0.000016367215877252443,5.402952536767314e-8
118,0.000010125050169036462,0.00001648810507946045,6.581860613830708e-8
119,0.0000100260599431166,0.000016608459759677433,7.464047475617195e-8
120,9.931151217968811e-6,0.000016729774881294528,8.352050900788634e-8
121,9.854706840050948e-6,0.000016854439463443417,9.610271886879654e-8
122,9.786173133540423e-6,0.000016982707521378132,1.149958614237395e-7
123,9.716119449508793e-6,0.000017113661112504907,1.3909308826988753e-7
124,9.641154811349464e-6,0.000017248540538198577,1.6549033210967493e-7
125,9.564114967371784e-6,0.000017385875899997508,1.884168553174698e-7
126,9.488719286131655e-6,0.00001752336056081388,2.039452960789247e-7
127,9.417954315508905e-6,0.000017661393799309323,2.1244996969765908e-7
128,9.35578205294291e-6,0.0000178012585725125,2.1808506627431904e-7
129,9.309482557947474e-6,0.000017946160528927886,2.2468283657635781e-7
130,9.291846549884234e-6,0.000018103260391819275,2.3268848021097512e-7
131,9.208125422006737e-6,0.000018237565405815657,2.2872763758712117e-7
132,9.090645866524655e-6,0.000018361852974710818,2.1993648032253867e-7
133,8.998902525657603e-6,0.000018498559097696564,2.1112899353027535e-7
134,8.920292841579024e-6,0.00001864050012501641,2.0052637557709788e-7
135,8.847418305835197e-6,0.00001878368260858523,1.8689692849938224e-7
136,8.777673794116961e-6,0.000018927311327935718,1.7000887382150826e-7
137,8.703741630383762e-6,0.000019069317045490145,1.5181549889671066e-7
138,8.621684064127516e-6,0.00001920908455675724,1.3359801209949283e-7
139,8.534474549167082e-6,0.000019350332491709945,1.1564816925667294e-7
140,8.448520955306116e-6,0.000019491784526337337,9.871092879860104e-8
141,8.37360569091758e-6,0.000019630502094884702,8.147982442674758e-8
142,8.318471402353785e-6,0.000019765901039476136,6.217003579932207e-8
143,8.254507723408439e-6,0.000019901432461738852,4.375734817958979e-8
144,8.162032539962382e-6,0.00002004130059924002,3.037428214860688e-8
145,8.044279750021879e-6,0.000020180317921546714,2.7047793805388015e-8
146,7.942081209299388e-6,0.000020319423413604433,2.8757052292223813e-8
147,7.8744650773935e-6,0.000020461765784392207,3.248412276542559e-8
148,7.803485096000107e-6,0.000020595553346228052,3.3213897218364736e-8
149,7.69391477344733e-6,0.00002071941317539561,2.9387492439532456e-8
150,7.545161671275773e-6,0.000020840266797069477,2.835644492339572e-8
151,7.39261436688636e-6,0.00002096001930305267,3.184845104989469e-8
152,7.254016680042623e-6,0.000021078556385104585,3.875647145279371e-8
153,7.131777106485587e-6,0.000021194803930430463,4.686680245231934e-8
154,7.01780066784183e-6,0.00002131045020687916,5.3446719364257984e-8
155,6.902637457288859e-6,0.000021424269924203164,5.632530832848053e-8
156,6.786029754183588e-6,0.000021534992558206253,5.571139365026608e-8
157,6.667694715095702e-6,0.000021642137441047452,5.2554676294034636e-8
158,6.550784033390364e-6,0.000021748596333507357,4.778846143918347e-8
159,6.445316676049108e-6,0.000021855823720215508,4.2396977057091544e-8
160,6.336837478771303e-6,0.000021956377017748582,3.684079349468391e-8
161,6.219865663414512e-6,0.000022053394350390457,3.3565859549484245e-8
162,6.0926448762709545e-6,0.000022148801502770158,3.53320495027684e-8
163,5.958731152342729e-6,0.000022244948176614402,4.34818400595123e-8
164,5.832040362103202e-6,0.000022339918404074162,5.697691176540575e-8
165,5.7034473024693276e-6,0.00002242916855070536,7.27600062199402e-8
166,5.568536834479741e-6,0.00002251469833593349,8.959290637914847e-8
167,5.429984717360735e-6,0.000022594377281662384,1.0627337648064738e-7
168,5.285164610791036e-6,0.000022670430591041858,1.2127660478515756e-7
169,5.1290772080119974e-6,0.00002275154803952072,1.3308990769727254e-7
170,4.964527622917573e-6,0.000022834898881107028,1.4200032493885866e-7
171,4.802004366151906e-6,0.000022917698384744964,1.5012785490733188e-7
172,4.6535644320723726e-6,0.000023001418288448135,1.6208998671236757e-7
173,4.506188340764759e-6,0.00002307945363647032,1.7369216110288014e-7
174,4.362382246847417e-6,0.00002315521381552391,1.7900056031556845e-7
175,4.225757845489002e-6,0.00002322830857030198,1.737899949851313e-7
176,4.082529558089211e-6,0.000023293870941043672,1.60612074270299e-7
177,3.927931861686425e-6,0.000023353487533214278,1.398236713973619e-7
178,3.77737972753101e-6,0.00002341025821168376,1.1406724462001056e-7
179,3.646961268724327e-6,0.000023467978443571083,8.539412290864867e-8
180,3.5072655119241814e-6,0.000023519642619504335,5.8518006532640334e-8
181,3.3367426484835964e-6,0.000023570365828281526,3.65111944232702e-8
182,3.1480551661050378e-6,0.000023617777446209147,1.5676058711588732e-8
183,2.9725662788962295e-6,0.00002366257234557644,-9.707456466196083e-9
184,2.799928029679543e-6,0.000023703189409158544,-3.695357627092236e-8
185,2.6259132082601714e-6,0.000023742957672861406,-6.552800290329352e-8
186,2.4516347057302398e-6,0.000023781059015727626,-9.504320976125407e-8
187,2.2868987411169495e-6,0.000023816341910747582,-1.2458709525323313e-7
188,2.125136491973481e-6,0.000023845780380267056,-1.5316685578373437e-7
189,1.9407323348304325e-6,0.000023876054077654548,-1.762395042900632e-7
190,1.7332500001448355e-6,0.000023908459685025378,-1.9229459511546457e-7
191,1.519634479028981e-6,0.000023936224795926064,-2.06179895524343e-7
192,1.3071767919142204e-6,0.00002395983323697061,-2.1916856412246858e-7
193,1.100269060351064e-6,0.000023981539587251348,-2.3071764539235696e-7
194,8.963099601566281e-7,0.00002400215887721955,-2.4069364517831924e-7
195,6.933845758531712e-7,0.000024015991452263248,-2.493093431992961e-7
196,4.908299207208339e-7,0.00002402571746905368,-2.54631302479452e-7
197,2.8915873505672484e-7,0.000024031555711557097,-2.565258346167842e-7
198,9.359373550337214e-8,0.000024030237090015442,-2.5668640585121204e-7
199,-8.371761698865378e-8,0.000024034816311256723,-2.5296464811476215e-7
